05/15/26-17:27:58.061993 ,1,9000007,1,"BERMA-007 Nmap Aggressive Scan - Reconocimiento avanzado detectado",TCP,192.168.100.100,60956,10.10.10.50,53,9189,Detection of a Network Scan,3,alert,Allow
05/15/26-17:27:58.306834 ,1,9000002,1,"BERMA-002 Port Scan - Enumeracion red corporativa",TCP,192.168.100.100,18513,10.10.10.50,3389,2184,Detection of a Network Scan,3,alert,Allow
05/15/26-17:27:58.307374 ,1,9000099,1,"BERMA-TEST Ping detectado - Confirmar Snort activo",ICMP,192.168.100.1,,192.168.100.100,,46714,Misc activity,3,alert,Allow
05/15/26-17:28:02.933549 ,1,9000002,1,"BERMA-002 Port Scan - Enumeracion red corporativa",TCP,192.168.100.100,35256,10.10.10.50,8081,33685,Detection of a Network Scan,3,alert,Allow
05/15/26-17:28:03.036425 ,1,9000003,1,"BERMA-003 HMI Web Access - Acceso interfaz Siemens TP1200",TCP,192.168.100.100,38120,10.10.10.50,80,30451,Web Application Attack,1,alert,Allow
05/15/26-17:28:03.593886 ,119,31,1,"(http_inspect) UNKNOWN METHOD",TCP,192.168.100.100,38158,10.10.10.50,80,11768,Unknown Traffic,3,alert,Allow
05/15/26-17:28:03.710141 ,120,8,1,"(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE",TCP,192.168.100.100,35272,10.10.10.50,8081,59568,Unknown Traffic,3,alert,Allow
05/15/26-17:28:03.708568 ,120,3,1,"(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE",TCP,10.10.10.50,8081,192.168.100.100,35272,32802,Unknown Traffic,3,alert,Allow
05/15/26-17:28:04.053973 ,119,31,1,"(http_inspect) UNKNOWN METHOD",TCP,192.168.100.100,35430,10.10.10.50,8081,8982,Unknown Traffic,3,alert,Allow
05/15/26-17:28:12.274830 ,120,8,1,"(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE",TCP,192.168.100.100,32880,10.10.10.50,8081,15363,Unknown Traffic,3,alert,Allow
05/15/26-17:28:12.274267 ,120,3,1,"(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE",TCP,10.10.10.50,8081,192.168.100.100,32880,57580,Unknown Traffic,3,alert,Allow
05/15/26-17:35:23.639937 ,1,9000003,1,"BERMA-003 HMI Web Access - Acceso interfaz Siemens TP1200",TCP,192.168.100.100,50190,10.10.10.50,80,52215,Web Application Attack,1,alert,Allow
05/15/26-17:35:23.992944 ,1,9000004,1,"BERMA-004 Web Scanner Nikto - Reconocimiento aplicacion web",TCP,192.168.100.100,37918,10.10.10.50,80,42259,Web Application Attack,1,alert,Allow
05/15/26-17:35:26.723746 ,119,31,1,"(http_inspect) UNKNOWN METHOD",TCP,192.168.100.100,37918,10.10.10.50,80,42728,Unknown Traffic,3,alert,Allow
05/15/26-17:35:26.734815 ,120,18,1,"(http_inspect) PROTOCOL-OTHER HTTP server response before client request ",TCP,10.10.10.50,80,192.168.100.100,51496,17854,Unknown Traffic,3,alert,Allow
05/15/26-17:35:26.734815 ,120,3,1,"(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE",TCP,10.10.10.50,80,192.168.100.100,51496,17854,Unknown Traffic,3,alert,Allow
